0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,0,1,0,1,0,1
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
25,25,25,26,0,0,2,0,0,24,25,25,25,25,25,25,25,25,25,25,26,0,0,0,0,0,24,25,25,25,25,25,25,25,26,0,2,0,0,24,25,25,25,25,25,25,25,25,25,25,26,0,0,0,0,0,24,25,25,25
33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,34,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33
33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,34,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33
33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,34,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33
33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,34,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33
33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,34,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33
33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,34,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33
33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,34,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33
33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,34,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33
33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,34,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33
33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,34,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33
33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,34,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33
33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,34,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33
33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,34,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33
33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,34,0,2,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,0,0,0,32,33,33,33
33,33,33,34,0,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33,33,33,33,33,34,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,34,0,0,2,0,0,32,33,33,33
33,33,33,34,0,0,2,0,0,40,41,41,41,41,41,41,41,41,41,41,42,0,0,0,0,0,32,33,33,33,33,33,33,33,34,0,2,0,0,40,41,41,41,41,41,41,41,41,41,41,42,0,0,0,0,0,32,33,33,33
33,33,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,32,33,33,33,33,33,33,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,32,33,33,33
33,33,33,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,33,33,33,33,33,33,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,33,33
33,33,33,34,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,18,0,0,32,33,33,33,33,33,33,33,34,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,18,0,0,32,33,33,33
33,33,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,33,33,33,33,33,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,33,33
33,33,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,33,33,33,33,33,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,33,33
33,33,33,30,25,25,512,513,514,515,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,29,33,33,33,33,33,33,33,30,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,512,513,514,515,25,25,29,33,33,33
33,33,33,33,33,33,520,521,522,523,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,520,521,522,523,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
